decade,w2_mean,w2_ci95_hw,corr_xy,var_x,var_y,mean_abs_x,mean_abs_y,n_local_max
1980,0.24889042726052754,0.0228053537276183,-0.015386188586852007,0.19591123658915724,0.1908532971845458,0.35720178596809576,0.3520693705101312,1.3333333333333333
1990,0.325256145405377,0.011792129939562357,0.08877305965795299,0.10429265057510041,0.07138979435986874,0.26956721929611965,0.21344305675365444,1.7777777777777777
2000,0.41440893449953875,0.020996569303881663,0.2920074028889376,0.08827556639414225,0.03646828500262889,0.2533309186113162,0.15189808105844083,1.6666666666666667
2010,0.4128899766905764,0.01581188374301623,0.4161889740044324,0.11524340327964995,0.03737371035162241,0.2910503285760408,0.15177807208997765,1.8888888888888888
2020,0.4070955955545481,0.012913243220169901,0.5963865496185412,0.14613985096136442,0.045402265170201586,0.3387320021120922,0.17153974005344305,2.111111111111111
