year,party_7pt,party,weight,econ,cult
1986,2.0,D,1.0,-0.2222222222222222,-0.125
1986,1.0,D,1.0,-0.4444444444444445,0.08333333333333337
1986,3.0,D,1.0,0.22222222222222224,0.2916666666666667
1986,3.0,D,1.0,-0.2222222222222223,-0.25
1986,2.0,D,1.0,0.3333333333333333,-0.125
1986,6.0,R,1.0,-0.11111111111111112,0.7916666666666667
1986,5.0,R,1.0,0.7777777777777778,1.0
1986,1.0,D,1.0,-0.3333333333333333,-0.25
1986,5.0,R,1.0,0.2222222222222222,0.2916666666666667
1986,3.0,D,1.0,0.0,-0.08333333333333337
1986,4.0,I,1.0,0.3333333333333333,0.5
1986,3.0,D,1.0,0.11111111111111116,0.08333333333333337
1986,4.0,I,1.0,0.11111111111111109,-0.375
1986,5.0,R,1.0,0.4444444444444445,0.2916666666666667
1986,6.0,R,1.0,0.6666666666666666,0.6666666666666667
1986,2.0,D,1.0,3.700743415417188e-17,0.08333333333333337
1986,6.0,R,1.0,0.888888888888889,0.75
1986,2.0,D,1.0,-0.7777777777777778,-1.0
1986,6.0,R,1.0,0.4444444444444445,-0.16666666666666669
1986,7.0,R,1.0,0.4444444444444445,0.6666666666666666
1986,2.0,D,1.0,0.11111111111111109,0.625
1986,5.0,R,1.0,3.700743415417188e-17,-0.125
1986,4.0,I,1.0,0.4444444444444445,-0.20833333333333331
1986,2.0,D,1.0,-0.11111111111111109,-0.25
1986,2.0,D,1.0,0.2222222222222223,0.08333333333333337
1986,6.0,R,1.0,0.11111111111111109,-0.125
1986,3.0,D,1.0,0.3333333333333334,0.45833333333333337
1986,6.0,R,1.0,-0.3333333333333333,-0.08333333333333331
1986,3.0,D,1.0,0.0,0.20833333333333337
1986,6.0,R,1.0,0.3333333333333333,0.041666666666666685
1986,4.0,I,1.0,0.0,0.0
1986,5.0,R,1.0,0.22222222222222218,-0.2916666666666667
1986,7.0,R,1.0,-0.11111111111111112,0.04166666666666663
1986,5.0,R,1.0,0.3333333333333333,0.375
1986,3.0,D,1.0,-3.700743415417188e-17,-0.4166666666666667
1986,1.0,D,1.0,-0.5555555555555556,0.16666666666666663
1986,1.0,D,1.0,0.3333333333333333,0.0
1986,2.0,D,1.0,-0.11111111111111109,-0.3333333333333333
1986,5.0,R,1.0,0.7777777777777778,0.75
1986,6.0,R,1.0,-0.22222222222222218,0.08333333333333337
1986,1.0,D,1.0,-0.6666666666666666,0.5833333333333334
1986,1.0,D,1.0,-0.22222222222222224,0.20833333333333331
1986,5.0,R,1.0,0.2222222222222223,0.5
1986,2.0,D,1.0,0.0,0.041666666666666685
1986,2.0,D,1.0,0.4444444444444445,0.12500000000000006
1986,6.0,R,1.0,0.22222222222222218,0.2916666666666667
1986,3.0,D,1.0,-0.3333333333333333,-0.08333333333333337
1986,5.0,R,1.0,0.3333333333333333,0.45833333333333337
1986,5.0,R,1.0,-0.5555555555555556,-0.625
1986,5.0,R,1.0,-0.11111111111111109,0.4166666666666667
1986,2.0,D,1.0,0.0,0.2916666666666667
1986,3.0,D,1.0,0.0,0.16666666666666669
1986,7.0,R,1.0,0.11111111111111116,0.5
1986,1.0,D,1.0,-0.11111111111111109,0.4166666666666667
1986,2.0,D,1.0,0.5555555555555555,0.25000000000000006
1986,6.0,R,1.0,0.6666666666666666,0.25
1986,3.0,D,1.0,-0.5555555555555556,0.041666666666666685
1986,2.0,D,1.0,-0.22222222222222224,-0.4166666666666667
1986,5.0,R,1.0,-0.22222222222222224,0.0
1986,7.0,R,1.0,0.3333333333333333,0.375
1986,2.0,D,1.0,-0.11111111111111112,-0.625
1986,2.0,D,1.0,-0.11111111111111109,0.0
1986,5.0,R,1.0,0.888888888888889,-0.25
1986,3.0,D,1.0,-0.6666666666666666,0.4166666666666667
1986,6.0,R,1.0,0.4444444444444444,-0.29166666666666663
1986,1.0,D,1.0,3.700743415417188e-17,0.875
1986,2.0,D,1.0,0.22222222222222224,0.20833333333333331
1986,2.0,D,1.0,-0.4444444444444445,-0.33333333333333337
1986,7.0,R,1.0,0.5555555555555556,-0.3333333333333333
1986,6.0,R,1.0,0.4444444444444445,-0.08333333333333331
1986,4.0,I,1.0,0.3333333333333333,0.375
1986,4.0,I,1.0,0.11111111111111116,0.75
1986,2.0,D,1.0,0.11111111111111116,0.45833333333333337
1986,4.0,I,1.0,-0.3333333333333333,-0.25
1986,3.0,D,1.0,0.11111111111111109,0.04166666666666663
1986,1.0,D,1.0,0.0,-0.16666666666666669
1986,3.0,D,1.0,-0.3333333333333333,0.33333333333333337
1986,2.0,D,1.0,-0.11111111111111109,0.16666666666666669
1986,5.0,R,1.0,0.4444444444444445,-0.33333333333333337
1986,7.0,R,1.0,0.6666666666666666,0.45833333333333337
1986,5.0,R,1.0,0.5555555555555556,0.5833333333333334
1986,5.0,R,1.0,-7.401486830834377e-17,0.5833333333333334
1986,4.0,I,1.0,-0.3333333333333333,0.125
1986,6.0,R,1.0,0.0,-0.5833333333333334
1986,1.0,D,1.0,0.4444444444444444,0.041666666666666685
1986,6.0,R,1.0,0.11111111111111116,0.041666666666666685
1986,1.0,D,1.0,-1.0,0.20833333333333337
1986,4.0,I,1.0,0.11111111111111112,0.4166666666666667
1986,5.0,R,1.0,0.6666666666666666,0.041666666666666685
1986,3.0,D,1.0,-0.11111111111111109,-0.2916666666666667
1986,2.0,D,1.0,0.11111111111111109,0.5416666666666667
1986,7.0,R,1.0,0.4444444444444445,0.2916666666666667
1986,3.0,D,1.0,-0.3333333333333333,-0.4583333333333333
1986,7.0,R,1.0,-0.22222222222222224,0.5416666666666666
1986,6.0,R,1.0,0.4444444444444444,-0.041666666666666685
1986,2.0,D,1.0,0.4444444444444445,0.5
1986,2.0,D,1.0,-0.2222222222222223,-0.041666666666666685
1986,7.0,R,1.0,0.4444444444444445,-0.20833333333333331
1986,3.0,D,1.0,0.0,-0.16666666666666669
1986,5.0,R,1.0,0.4444444444444445,-0.2916666666666667
1986,7.0,R,1.0,0.5555555555555556,-0.08333333333333337
1986,4.0,I,1.0,0.11111111111111109,0.4166666666666667
1986,4.0,I,1.0,0.888888888888889,0.5833333333333334
1986,2.0,D,1.0,-0.3333333333333333,0.08333333333333337
1986,3.0,D,1.0,0.888888888888889,0.33333333333333337
1986,1.0,D,1.0,-0.11111111111111112,0.4166666666666667
1986,6.0,R,1.0,0.5555555555555556,0.4166666666666667
1986,2.0,D,1.0,-0.22222222222222224,-0.25
1986,6.0,R,1.0,0.22222222222222218,-0.041666666666666685
1986,6.0,R,1.0,0.11111111111111109,0.16666666666666669
1986,4.0,I,1.0,0.6666666666666666,-0.33333333333333337
1986,5.0,R,1.0,0.3333333333333334,0.8333333333333333
1986,2.0,D,1.0,0.4444444444444445,0.4166666666666667
1986,4.0,I,1.0,0.0,0.08333333333333337
1986,2.0,D,1.0,0.11111111111111109,0.3333333333333333
1986,6.0,R,1.0,0.22222222222222224,0.33333333333333337
1986,5.0,R,1.0,-7.401486830834377e-17,0.0
1986,1.0,D,1.0,0.0,0.5416666666666667
1986,6.0,R,1.0,0.22222222222222224,0.625
1986,5.0,R,1.0,0.4444444444444445,0.04166666666666663
1986,1.0,D,1.0,-0.11111111111111116,-0.08333333333333331
1986,2.0,D,1.0,-0.11111111111111109,-0.625
1986,4.0,I,1.0,0.0,0.5416666666666667
1986,7.0,R,1.0,0.7777777777777778,0.08333333333333337
1986,1.0,D,1.0,0.3333333333333333,0.6666666666666666
1986,3.0,D,1.0,0.11111111111111109,0.75
1986,3.0,D,1.0,-0.11111111111111112,-0.4166666666666667
1986,6.0,R,1.0,0.4444444444444445,0.0
1986,1.0,D,1.0,-0.2222222222222222,-0.125
1986,5.0,R,1.0,0.3333333333333333,-0.08333333333333337
1986,2.0,D,1.0,0.5555555555555555,0.5
1986,2.0,D,1.0,-0.22222222222222224,0.4166666666666667
1986,1.0,D,1.0,0.7777777777777778,0.5416666666666667
1986,1.0,D,1.0,0.4444444444444444,0.2916666666666667
1986,2.0,D,1.0,-0.2222222222222222,0.125
1986,4.0,I,1.0,-0.11111111111111116,0.45833333333333337
1986,1.0,D,1.0,-0.4444444444444444,0.125
1986,7.0,R,1.0,0.4444444444444445,-0.08333333333333331
1986,6.0,R,1.0,-0.4444444444444444,0.33333333333333337
1986,5.0,R,1.0,0.22222222222222224,0.4166666666666667
1986,1.0,D,1.0,0.0,0.875
1986,6.0,R,1.0,0.11111111111111112,-0.8333333333333334
1986,7.0,R,1.0,0.22222222222222224,-0.2916666666666667
1986,1.0,D,1.0,0.2222222222222222,0.20833333333333337
1986,3.0,D,1.0,-0.3333333333333333,0.0
1986,1.0,D,1.0,-0.5555555555555556,-0.375
1986,4.0,I,1.0,0.4444444444444445,0.0
1986,1.0,D,1.0,0.11111111111111109,0.7083333333333334
1986,2.0,D,1.0,0.11111111111111116,0.4166666666666667
1986,6.0,R,1.0,-0.22222222222222224,-0.04166666666666663
1986,6.0,R,1.0,0.11111111111111112,0.20833333333333331
1986,2.0,D,1.0,0.0,0.4166666666666667
1986,7.0,R,1.0,0.888888888888889,0.75
1986,2.0,D,1.0,0.11111111111111109,-0.3333333333333333
1986,1.0,D,1.0,0.0,0.6666666666666667
1986,3.0,D,1.0,-0.11111111111111109,-0.5
1986,2.0,D,1.0,0.4444444444444445,0.8333333333333334
1986,3.0,D,1.0,0.0,-0.25
1986,5.0,R,1.0,0.22222222222222224,0.25
1986,3.0,D,1.0,0.3333333333333333,0.5833333333333334
1986,1.0,D,1.0,0.3333333333333334,0.3333333333333333
1986,5.0,R,1.0,0.888888888888889,0.08333333333333337
1986,7.0,R,1.0,0.3333333333333333,0.125
1986,3.0,D,1.0,0.3333333333333333,0.5
1986,1.0,D,1.0,0.2222222222222222,0.2916666666666667
1986,3.0,D,1.0,-0.2222222222222223,-0.20833333333333337
1986,5.0,R,1.0,0.22222222222222224,0.8333333333333333
1986,2.0,D,1.0,0.11111111111111109,0.375
1986,5.0,R,1.0,0.4444444444444445,-0.2916666666666667
1986,1.0,D,1.0,-0.6666666666666666,0.5
1986,2.0,D,1.0,-0.22222222222222224,-0.41666666666666674
1986,2.0,D,1.0,0.5555555555555557,0.0
1986,7.0,R,1.0,0.5555555555555556,-0.125
1986,4.0,I,1.0,0.0,0.125
1986,6.0,R,1.0,0.5555555555555556,0.20833333333333331
1986,7.0,R,1.0,0.4444444444444445,-0.041666666666666685
1986,7.0,R,1.0,0.6666666666666666,0.16666666666666669
1986,7.0,R,1.0,0.5555555555555557,0.20833333333333331
1986,1.0,D,1.0,0.3333333333333333,0.25
1986,5.0,R,1.0,-0.3333333333333333,0.0
1986,2.0,D,1.0,-0.7777777777777778,-0.25
1986,1.0,D,1.0,1.0,0.5
1986,1.0,D,1.0,-0.3333333333333333,-0.875
1986,2.0,D,1.0,0.3333333333333333,0.6666666666666666
1986,1.0,D,1.0,-0.4444444444444445,0.7083333333333333
1986,6.0,R,1.0,0.0,-0.25
1986,1.0,D,1.0,0.0,0.125
1986,4.0,I,1.0,0.0,-0.2916666666666667
1986,1.0,D,1.0,-1.0,-0.25
1986,6.0,R,1.0,0.22222222222222218,-0.29166666666666663
1986,2.0,D,1.0,0.22222222222222224,0.0
1986,2.0,D,1.0,-0.3333333333333333,-0.08333333333333331
1986,3.0,D,1.0,-0.3333333333333333,-0.125
1986,1.0,D,1.0,-0.3333333333333333,-0.125
1986,4.0,I,1.0,0.3333333333333333,-0.08333333333333331
1986,1.0,D,1.0,-0.22222222222222224,-0.25
1986,4.0,I,1.0,-0.11111111111111112,0.33333333333333337
1986,2.0,D,1.0,0.0,-0.6666666666666667
1986,7.0,R,1.0,0.5555555555555556,0.5416666666666667
1986,2.0,D,1.0,0.11111111111111109,-0.20833333333333331
1986,2.0,D,1.0,3.700743415417188e-17,0.20833333333333337
1986,3.0,D,1.0,0.888888888888889,-0.16666666666666663
1986,1.0,D,1.0,-0.11111111111111116,-0.33333333333333337
1986,1.0,D,1.0,-0.4444444444444445,-0.5
1986,5.0,R,1.0,0.4444444444444445,0.041666666666666685
1986,2.0,D,1.0,-0.2222222222222222,-0.125
1986,7.0,R,1.0,0.22222222222222224,-0.375
1986,2.0,D,1.0,-0.22222222222222224,-0.33333333333333337
1986,2.0,D,1.0,0.2222222222222223,0.20833333333333337
1986,7.0,R,1.0,0.3333333333333333,0.8333333333333333
1986,1.0,D,1.0,0.11111111111111109,0.08333333333333337
1986,3.0,D,1.0,-0.22222222222222224,-0.5416666666666667
1986,2.0,D,1.0,0.11111111111111112,-0.16666666666666663
1986,7.0,R,1.0,0.3333333333333333,-0.2916666666666667
1986,5.0,R,1.0,0.22222222222222218,0.0
1986,1.0,D,1.0,-0.22222222222222224,-0.375
1986,2.0,D,1.0,-0.22222222222222224,-0.125
1986,7.0,R,1.0,0.22222222222222224,-0.2916666666666667
1986,1.0,D,1.0,-0.6666666666666666,-0.375
1986,4.0,I,1.0,-0.11111111111111116,0.125
1986,2.0,D,1.0,0.22222222222222224,-0.08333333333333331
1986,5.0,R,1.0,0.11111111111111109,0.625
1986,4.0,I,1.0,0.11111111111111109,0.4166666666666667
1986,2.0,D,1.0,-0.11111111111111116,0.20833333333333337
1986,4.0,I,1.0,0.22222222222222224,-0.20833333333333331
1986,1.0,D,1.0,-1.0,-0.875
1986,6.0,R,1.0,0.3333333333333333,0.45833333333333337
1986,4.0,I,1.0,-0.11111111111111112,-0.125
1986,7.0,R,1.0,0.4444444444444445,0.0
1986,6.0,R,1.0,-0.3333333333333333,0.375
1986,3.0,D,1.0,-1.0,-0.6666666666666667
1986,7.0,R,1.0,0.3333333333333333,0.45833333333333337
1986,3.0,D,1.0,-0.4444444444444445,0.375
1986,2.0,D,1.0,-0.4444444444444444,0.08333333333333337
1986,1.0,D,1.0,0.2222222222222223,0.375
1986,4.0,I,1.0,-0.11111111111111109,0.375
1986,1.0,D,1.0,0.0,0.5833333333333334
1986,2.0,D,1.0,-0.7777777777777778,0.7083333333333334
1986,1.0,D,1.0,0.0,-0.04166666666666663
1986,2.0,D,1.0,0.11111111111111116,0.20833333333333337
1986,7.0,R,1.0,-0.11111111111111109,-0.16666666666666669
1986,5.0,R,1.0,0.888888888888889,0.875
1986,3.0,D,1.0,0.7777777777777778,0.45833333333333337
1986,6.0,R,1.0,0.6666666666666666,0.2916666666666667
1986,4.0,I,1.0,0.22222222222222224,0.5416666666666667
1986,2.0,D,1.0,0.11111111111111116,0.45833333333333337
1986,3.0,D,1.0,0.22222222222222224,0.37500000000000006
1986,5.0,R,1.0,0.6666666666666666,0.08333333333333337
1986,2.0,D,1.0,-0.11111111111111109,-0.16666666666666669
1986,2.0,D,1.0,-0.3333333333333334,0.5416666666666666
1986,2.0,D,1.0,0.0,0.5833333333333334
1986,2.0,D,1.0,0.3333333333333334,0.5833333333333334
1986,7.0,R,1.0,0.11111111111111116,0.5833333333333334
1986,3.0,D,1.0,0.11111111111111112,-0.20833333333333337
1986,6.0,R,1.0,0.3333333333333333,0.5833333333333334
1986,4.0,I,1.0,-0.5555555555555556,-0.25
1986,7.0,R,1.0,0.6666666666666666,0.7083333333333334
1986,1.0,D,1.0,0.3333333333333334,0.375
1986,6.0,R,1.0,0.7777777777777778,0.2916666666666667
1986,1.0,D,1.0,-0.4444444444444444,-0.6666666666666667
1986,2.0,D,1.0,0.7777777777777778,0.0
1986,1.0,D,1.0,-0.11111111111111112,-0.4166666666666667
1986,6.0,R,1.0,0.4444444444444445,-0.08333333333333331
1986,6.0,R,1.0,0.888888888888889,0.875
1986,1.0,D,1.0,-0.11111111111111109,-0.04166666666666663
1986,3.0,D,1.0,-0.3333333333333333,0.375
1986,5.0,R,1.0,0.4444444444444445,0.20833333333333331
1986,2.0,D,1.0,0.22222222222222224,0.16666666666666669
1986,5.0,R,1.0,0.11111111111111109,-0.041666666666666685
1986,5.0,R,1.0,0.0,0.08333333333333331
1986,6.0,R,1.0,0.4444444444444445,0.08333333333333337
1986,6.0,R,1.0,0.3333333333333333,0.04166666666666663
1986,7.0,R,1.0,0.3333333333333333,-0.041666666666666685
1986,7.0,R,1.0,1.0,0.5
1986,1.0,D,1.0,-0.4444444444444445,0.5416666666666667
1986,5.0,R,1.0,0.3333333333333333,0.6666666666666667
1986,1.0,D,1.0,-0.2222222222222222,-0.08333333333333337
1986,3.0,D,1.0,0.11111111111111109,0.25
1986,1.0,D,1.0,-0.3333333333333333,-0.5833333333333334
1986,3.0,D,1.0,0.11111111111111112,0.041666666666666685
1986,6.0,R,1.0,0.3333333333333333,-0.125
1986,2.0,D,1.0,0.3333333333333333,-0.08333333333333331
1986,6.0,R,1.0,0.3333333333333333,-0.45833333333333337
1986,6.0,R,1.0,-0.11111111111111109,0.16666666666666663
1986,3.0,D,1.0,-0.3333333333333333,0.08333333333333337
1986,6.0,R,1.0,0.22222222222222224,0.75
1986,7.0,R,1.0,0.3333333333333333,0.125
1986,2.0,D,1.0,0.11111111111111109,0.12500000000000006
1986,4.0,I,1.0,-0.11111111111111112,0.5416666666666667
1986,3.0,D,1.0,0.0,-0.5416666666666667
1986,2.0,D,1.0,0.11111111111111112,0.08333333333333334
1986,2.0,D,1.0,-0.11111111111111116,0.16666666666666666
1986,7.0,R,1.0,0.7777777777777778,0.20833333333333331
1986,1.0,D,1.0,-0.11111111111111109,0.125
1986,5.0,R,1.0,-0.11111111111111116,0.0
1986,7.0,R,1.0,0.4444444444444445,-0.125
1986,5.0,R,1.0,-0.3333333333333333,-0.5
1986,1.0,D,1.0,-0.888888888888889,-0.41666666666666663
1986,4.0,I,1.0,0.0,0.4166666666666667
1986,6.0,R,1.0,0.7777777777777778,0.5416666666666667
1986,5.0,R,1.0,0.22222222222222224,0.33333333333333337
1986,6.0,R,1.0,0.11111111111111116,-0.08333333333333331
1986,2.0,D,1.0,0.11111111111111109,0.5
1986,3.0,D,1.0,-0.2222222222222223,-0.375
1986,3.0,D,1.0,3.700743415417188e-17,0.25
1986,2.0,D,1.0,0.11111111111111112,0.08333333333333331
1986,7.0,R,1.0,-0.6666666666666666,-0.04166666666666663
1986,4.0,I,1.0,0.11111111111111109,0.125
1986,5.0,R,1.0,0.5555555555555557,0.8333333333333333
1986,6.0,R,1.0,0.4444444444444445,0.125
1986,1.0,D,1.0,-0.22222222222222224,0.41666666666666663
1986,6.0,R,1.0,0.11111111111111109,0.45833333333333337
1986,2.0,D,1.0,-0.11111111111111109,-0.25
1986,5.0,R,1.0,0.11111111111111109,0.08333333333333337
1986,2.0,D,1.0,0.22222222222222224,0.25
1986,5.0,R,1.0,0.3333333333333333,0.45833333333333337
1986,1.0,D,1.0,-0.11111111111111112,-0.08333333333333337
1986,7.0,R,1.0,0.5555555555555557,0.45833333333333337
1986,1.0,D,1.0,-0.5555555555555556,-0.16666666666666669
1986,4.0,I,1.0,0.3333333333333334,0.20833333333333331
1986,4.0,I,1.0,0.22222222222222224,0.8333333333333333
1986,1.0,D,1.0,-0.4444444444444444,-0.5
1986,4.0,I,1.0,-0.11111111111111109,0.45833333333333337
1986,1.0,D,1.0,0.0,0.125
1986,5.0,R,1.0,0.11111111111111112,0.125
1986,3.0,D,1.0,-0.22222222222222224,-0.75
1986,1.0,D,1.0,-0.11111111111111109,-0.33333333333333337
1986,6.0,R,1.0,0.11111111111111112,0.5833333333333333
1986,7.0,R,1.0,0.4444444444444445,0.20833333333333337
1986,7.0,R,1.0,0.4444444444444445,0.25
1986,4.0,I,1.0,-0.22222222222222224,0.0
1986,5.0,R,1.0,-3.700743415417188e-17,-0.3333333333333333
1986,1.0,D,1.0,-0.5555555555555556,-0.16666666666666663
1986,1.0,D,1.0,-0.6666666666666666,0.41666666666666663
1986,3.0,D,1.0,-3.700743415417188e-17,-0.45833333333333337
1986,2.0,D,1.0,0.3333333333333333,0.20833333333333334
1986,1.0,D,1.0,-0.3333333333333334,-0.45833333333333337
1986,5.0,R,1.0,0.4444444444444444,0.375
1986,1.0,D,1.0,-0.888888888888889,-0.08333333333333331
1986,3.0,D,1.0,-0.22222222222222224,0.25
1986,6.0,R,1.0,0.11111111111111112,0.08333333333333331
1986,6.0,R,1.0,0.3333333333333333,0.375
1986,1.0,D,1.0,-0.22222222222222224,0.375
1986,5.0,R,1.0,0.3333333333333333,0.75
1986,3.0,D,1.0,-0.22222222222222224,-0.16666666666666669
1986,2.0,D,1.0,0.4444444444444445,0.0
1986,2.0,D,1.0,-3.700743415417188e-17,0.5
1986,3.0,D,1.0,-0.4444444444444445,0.20833333333333331
1986,7.0,R,1.0,0.11111111111111109,-0.375
1986,2.0,D,1.0,-0.11111111111111109,-0.20833333333333331
1986,1.0,D,1.0,-0.6666666666666666,0.3333333333333333
1986,2.0,D,1.0,0.0,0.75
1986,3.0,D,1.0,0.22222222222222224,0.08333333333333334
1986,1.0,D,1.0,-0.5555555555555556,-0.7916666666666667
1986,6.0,R,1.0,0.3333333333333333,-0.041666666666666685
1986,6.0,R,1.0,0.4444444444444445,-0.5
1986,2.0,D,1.0,0.3333333333333333,0.0
1986,3.0,D,1.0,0.4444444444444444,0.8333333333333333
1986,7.0,R,1.0,0.3333333333333334,-0.20833333333333331
1986,2.0,D,1.0,0.22222222222222224,0.33333333333333337
1986,5.0,R,1.0,-0.3333333333333333,0.08333333333333337
1986,2.0,D,1.0,-0.6666666666666666,0.33333333333333337
1986,7.0,R,1.0,-0.4444444444444444,0.5833333333333333
1986,5.0,R,1.0,-0.22222222222222224,0.041666666666666685
1986,2.0,D,1.0,0.4444444444444445,0.4166666666666667
1986,2.0,D,1.0,0.0,0.125
1986,3.0,D,1.0,0.4444444444444445,-0.25
1986,6.0,R,1.0,0.22222222222222224,0.16666666666666669
1986,3.0,D,1.0,-0.4444444444444444,-0.41666666666666674
1986,5.0,R,1.0,0.11111111111111116,0.5
1986,1.0,D,1.0,-0.5555555555555556,-0.20833333333333337
1986,1.0,D,1.0,0.3333333333333333,0.5833333333333334
1986,2.0,D,1.0,-0.11111111111111109,0.5416666666666667
1986,7.0,R,1.0,0.888888888888889,0.45833333333333337
1986,7.0,R,1.0,0.3333333333333333,-0.08333333333333337
1986,5.0,R,1.0,-0.11111111111111109,0.16666666666666669
1986,1.0,D,1.0,0.11111111111111109,-0.125
1986,2.0,D,1.0,0.3333333333333333,0.08333333333333337
1986,7.0,R,1.0,-0.4444444444444444,-0.04166666666666663
1986,6.0,R,1.0,-0.22222222222222224,-0.20833333333333337
1986,3.0,D,1.0,0.11111111111111112,-0.08333333333333337
1986,3.0,D,1.0,-0.2222222222222222,-0.6666666666666667
1986,2.0,D,1.0,-0.11111111111111109,-0.625
1986,6.0,R,1.0,0.3333333333333333,0.33333333333333337
1986,4.0,I,1.0,0.22222222222222224,-0.2916666666666667
1986,4.0,I,1.0,0.3333333333333333,0.5833333333333334
1986,6.0,R,1.0,0.3333333333333333,0.375
1986,4.0,I,1.0,-0.22222222222222224,-0.25
1986,2.0,D,1.0,-3.700743415417188e-17,-0.3333333333333333
1986,6.0,R,1.0,0.11111111111111116,0.16666666666666669
1986,1.0,D,1.0,-0.3333333333333333,0.08333333333333337
1986,6.0,R,1.0,0.0,0.5833333333333334
1986,2.0,D,1.0,0.22222222222222224,-0.33333333333333337
1986,3.0,D,1.0,0.11111111111111109,-0.5
1986,4.0,I,1.0,-0.6666666666666666,0.33333333333333337
1986,1.0,D,1.0,0.3333333333333333,0.125
1986,5.0,R,1.0,0.3333333333333333,-0.125
1986,6.0,R,1.0,-0.11111111111111112,-0.33333333333333337
1986,7.0,R,1.0,0.5555555555555556,0.16666666666666669
1986,2.0,D,1.0,-0.6666666666666666,-0.5416666666666667
1986,1.0,D,1.0,0.22222222222222224,0.041666666666666685
1986,3.0,D,1.0,-0.5555555555555556,-0.6666666666666667
1986,2.0,D,1.0,-0.11111111111111109,-0.125
1986,3.0,D,1.0,-0.4444444444444445,-0.625
1986,5.0,R,1.0,-0.11111111111111112,-0.25
1986,6.0,R,1.0,0.11111111111111109,0.25
